company_code,source_id,section,keyword,category,similarity,rank
600446.SH,AR_600446_SH_2025,core_competitiveness,银行IT,金融业务场景,0.519057,11
600446.SH,AR_600446_SH_2025,core_competitiveness,金融大数据,数据与安全,0.507038,12
600446.SH,AR_600446_SH_2025,r_and_d,数据资产,数据与安全,0.568366,1
600446.SH,AR_600446_SH_2025,r_and_d,信贷风控,金融业务场景,0.561797,2
600446.SH,AR_600446_SH_2025,r_and_d,支付清算,金融业务场景,0.553799,3
600446.SH,AR_600446_SH_2025,r_and_d,资产管理,金融业务场景,0.550207,4
600446.SH,AR_600446_SH_2025,r_and_d,量化投资,金融业务场景,0.545737,5
600446.SH,AR_600446_SH_2025,r_and_d,财务SaaS,金融业务场景,0.536167,6
600446.SH,AR_600446_SH_2025,r_and_d,银行IT,金融业务场景,0.532628,7
600446.SH,AR_600446_SH_2025,r_and_d,金融大数据,数据与安全,0.532125,8
600446.SH,AR_600446_SH_2025,r_and_d,数字银行,金融业务场景,0.5259,9
600446.SH,AR_600446_SH_2025,r_and_d,绿色金融,金融业务场景,0.525747,10
600446.SH,AR_600446_SH_2025,r_and_d,信用评分,金融业务场景,0.525283,11
600446.SH,AR_600446_SH_2025,r_and_d,金融云,工程与基础设施,0.524133,12
600446.SH,AR_600446_SH_2025,management_discussion,信贷风控,金融业务场景,0.496374,1
600446.SH,AR_600446_SH_2025,management_discussion,多方安全计算,数据与安全,0.473263,2
600446.SH,AR_600446_SH_2025,management_discussion,财务SaaS,金融业务场景,0.470532,3
600446.SH,AR_600446_SH_2025,management_discussion,保险科技,金融业务场景,0.46963,4
600446.SH,AR_600446_SH_2025,management_discussion,提示工程,大模型与语言技术,0.468379,5
600446.SH,AR_600446_SH_2025,management_discussion,核心银行系统,金融业务场景,0.457595,6
600446.SH,AR_600446_SH_2025,management_discussion,资产管理,金融业务场景,0.453792,7
600446.SH,AR_600446_SH_2025,management_discussion,银行IT,金融业务场景,0.453346,8
600446.SH,AR_600446_SH_2025,management_discussion,数据资产,数据与安全,0.448146,9
600446.SH,AR_600446_SH_2025,management_discussion,智能问答,大模型与语言技术,0.440758,10
600446.SH,AR_600446_SH_2025,management_discussion,金融大数据,数据与安全,0.43932,11
600446.SH,AR_600446_SH_2025,management_discussion,金融云,工程与基础设施,0.437777,12
300377.SZ,AR_300377_SZ_2025,business_overview,财务SaaS,金融业务场景,0.521844,1
300377.SZ,AR_300377_SZ_2025,business_overview,实时计算,数据与安全,0.519232,2
300377.SZ,AR_300377_SZ_2025,business_overview,量化投资,金融业务场景,0.500182,3
300377.SZ,AR_300377_SZ_2025,business_overview,多方安全计算,数据与安全,0.499067,4
300377.SZ,AR_300377_SZ_2025,business_overview,信用评分,金融业务场景,0.495474,5
300377.SZ,AR_300377_SZ_2025,business_overview,数据资产,数据与安全,0.488397,6
300377.SZ,AR_300377_SZ_2025,business_overview,支付清算,金融业务场景,0.483428,7
300377.SZ,AR_300377_SZ_2025,business_overview,业财一体化,金融业务场景,0.482821,8
300377.SZ,AR_300377_SZ_2025,business_overview,流式计算,数据与安全,0.4805,9
300377.SZ,AR_300377_SZ_2025,business_overview,信息抽取,大模型与语言技术,0.477444,10
300377.SZ,AR_300377_SZ_2025,business_overview,信贷风控,金融业务场景,0.475224,11
300377.SZ,AR_300377_SZ_2025,business_overview,智能理赔,金融业务场景,0.469807,12
300377.SZ,AR_300377_SZ_2025,core_competitiveness,财务SaaS,金融业务场景,0.51536,1
300377.SZ,AR_300377_SZ_2025,core_competitiveness,实时计算,数据与安全,0.4988,2
300377.SZ,AR_300377_SZ_2025,core_competitiveness,数据资产,数据与安全,0.493817,3
300377.SZ,AR_300377_SZ_2025,core_competitiveness,信息抽取,大模型与语言技术,0.492013,4
300377.SZ,AR_300377_SZ_2025,core_competitiveness,业财一体化,金融业务场景,0.491413,5
300377.SZ,AR_300377_SZ_2025,core_competitiveness,资产管理,金融业务场景,0.488445,6
300377.SZ,AR_300377_SZ_2025,core_competitiveness,财务共享,金融业务场景,0.483869,7
300377.SZ,AR_300377_SZ_2025,core_competitiveness,财富管理,金融业务场景,0.483488,8
300377.SZ,AR_300377_SZ_2025,core_competitiveness,信用评分,金融业务场景,0.483462,9
300377.SZ,AR_300377_SZ_2025,core_competitiveness,信贷风控,金融业务场景,0.479882,10
300377.SZ,AR_300377_SZ_2025,core_competitiveness,智能交易,金融业务场景,0.479134,11
300377.SZ,AR_300377_SZ_2025,core_competitiveness,智能理赔,金融业务场景,0.475019,12
300377.SZ,AR_300377_SZ_2025,r_and_d,信贷风控,金融业务场景,0.539076,1
300377.SZ,AR_300377_SZ_2025,r_and_d,信用评分,金融业务场景,0.518029,2
300377.SZ,AR_300377_SZ_2025,r_and_d,量化投资,金融业务场景,0.506258,3
300377.SZ,AR_300377_SZ_2025,r_and_d,信息抽取,大模型与语言技术,0.50539,4
300377.SZ,AR_300377_SZ_2025,r_and_d,数据质量,数据与安全,0.503564,5
300377.SZ,AR_300377_SZ_2025,r_and_d,资产管理,金融业务场景,0.502493,6
300377.SZ,AR_300377_SZ_2025,r_and_d,数据资产,数据与安全,0.500865,7
300377.SZ,AR_300377_SZ_2025,r_and_d,财富管理,金融业务场景,0.500644,8
300377.SZ,AR_300377_SZ_2025,r_and_d,财务SaaS,金融业务场景,0.49921,9
300377.SZ,AR_300377_SZ_2025,r_and_d,贷后管理,金融业务场景,0.497438,10
300377.SZ,AR_300377_SZ_2025,r_and_d,业财一体化,金融业务场景,0.495977,11
300377.SZ,AR_300377_SZ_2025,r_and_d,银行IT,金融业务场景,0.489292,12
300377.SZ,AR_300377_SZ_2025,management_discussion,信贷风控,金融业务场景,0.50567,1
300377.SZ,AR_300377_SZ_2025,management_discussion,时序预测,视觉与智能决策,0.498984,2
300377.SZ,AR_300377_SZ_2025,management_discussion,信息抽取,大模型与语言技术,0.467603,3
300377.SZ,AR_300377_SZ_2025,management_discussion,信用评分,金融业务场景,0.459128,4
300377.SZ,AR_300377_SZ_2025,management_discussion,实时计算,数据与安全,0.448899,5
300377.SZ,AR_300377_SZ_2025,management_discussion,财务SaaS,金融业务场景,0.447946,6
300377.SZ,AR_300377_SZ_2025,management_discussion,多方安全计算,数据与安全,0.442187,7
300377.SZ,AR_300377_SZ_2025,management_discussion,授信审批,金融业务场景,0.441609,8
300377.SZ,AR_300377_SZ_2025,management_discussion,财富管理,金融业务场景,0.439278,9
300377.SZ,AR_300377_SZ_2025,management_discussion,量化投资,金融业务场景,0.437621,10
300377.SZ,AR_300377_SZ_2025,management_discussion,资产管理,金融业务场景,0.436753,11
300377.SZ,AR_300377_SZ_2025,management_discussion,业财一体化,金融业务场景,0.431214,12
300674.SZ,AR_300674_SZ_2025,business_overview,银行IT,金融业务场景,0.592509,1
300674.SZ,AR_300674_SZ_2025,business_overview,核心银行系统,金融业务场景,0.585782,2
300674.SZ,AR_300674_SZ_2025,business_overview,信贷风控,金融业务场景,0.571057,3
300674.SZ,AR_300674_SZ_2025,business_overview,授信审批,金融业务场景,0.567239,4
300674.SZ,AR_300674_SZ_2025,business_overview,合规科技,金融业务场景,0.564175,5
300674.SZ,AR_300674_SZ_2025,business_overview,信用评分,金融业务场景,0.556557,6
300674.SZ,AR_300674_SZ_2025,business_overview,监管科技,金融业务场景,0.545386,7
300674.SZ,AR_300674_SZ_2025,business_overview,数据质量,数据与安全,0.538305,8
300674.SZ,AR_300674_SZ_2025,business_overview,金融云,工程与基础设施,0.53514,9
300674.SZ,AR_300674_SZ_2025,business_overview,主数据管理,数据与安全,0.531964,10
300674.SZ,AR_300674_SZ_2025,business_overview,数字银行,金融业务场景,0.528225,11
300674.SZ,AR_300674_SZ_2025,business_overview,财务SaaS,金融业务场景,0.527256,12
300674.SZ,AR_300674_SZ_2025,core_competitiveness,核心银行系统,金融业务场景,0.579428,1
300674.SZ,AR_300674_SZ_2025,core_competitiveness,银行IT,金融业务场景,0.576987,2
300674.SZ,AR_300674_SZ_2025,core_competitiveness,供应链金融,金融业务场景,0.567622,3
300674.SZ,AR_300674_SZ_2025,core_competitiveness,金融云,工程与基础设施,0.561776,4
300674.SZ,AR_300674_SZ_2025,core_competitiveness,智能客服,大模型与语言技术,0.558086,5
300674.SZ,AR_300674_SZ_2025,core_competitiveness,数字银行,金融业务场景,0.543736,6
300674.SZ,AR_300674_SZ_2025,core_competitiveness,金融大数据,数据与安全,0.54155,7
300674.SZ,AR_300674_SZ_2025,core_competitiveness,信贷风控,金融业务场景,0.53788,8
300674.SZ,AR_300674_SZ_2025,core_competitiveness,财务SaaS,金融业务场景,0.535467,9
300674.SZ,AR_300674_SZ_2025,core_competitiveness,主数据管理,数据与安全,0.53258,10
300674.SZ,AR_300674_SZ_2025,core_competitiveness,智能合约,数据与安全,0.527718,11
300674.SZ,AR_300674_SZ_2025,core_competitiveness,监管科技,金融业务场景,0.524132,12
300674.SZ,AR_300674_SZ_2025,r_and_d,AIOps,工程与基础设施,0.561936,1
300674.SZ,AR_300674_SZ_2025,r_and_d,深度学习,人工智能基础,0.556305,2
300674.SZ,AR_300674_SZ_2025,r_and_d,AIGC,人工智能基础,0.555452,3
300674.SZ,AR_300674_SZ_2025,r_and_d,人工智能,人工智能基础,0.549562,4
300674.SZ,AR_300674_SZ_2025,r_and_d,财务SaaS,金融业务场景,0.528509,5
300674.SZ,AR_300674_SZ_2025,r_and_d,主数据管理,数据与安全,0.522317,6
300674.SZ,AR_300674_SZ_2025,r_and_d,云计算,工程与基础设施,0.520901,7
300674.SZ,AR_300674_SZ_2025,r_and_d,智能合约,数据与安全,0.513972,8
300674.SZ,AR_300674_SZ_2025,r_and_d,银行IT,金融业务场景,0.500926,9
300674.SZ,AR_300674_SZ_2025,r_and_d,RPA,金融业务场景,0.500014,10
300674.SZ,AR_300674_SZ_2025,r_and_d,金融云,工程与基础设施,0.496046,11
300674.SZ,AR_300674_SZ_2025,r_and_d,智能客服,大模型与语言技术,0.482733,12
300674.SZ,AR_300674_SZ_2025,management_discussion,提示工程,大模型与语言技术,0.495459,1
300674.SZ,AR_300674_SZ_2025,management_discussion,财务SaaS,金融业务场景,0.478617,2
300674.SZ,AR_300674_SZ_2025,management_discussion,资产管理,金融业务场景,0.473582,3
300674.SZ,AR_300674_SZ_2025,management_discussion,财富管理,金融业务场景,0.464125,4
300674.SZ,AR_300674_SZ_2025,management_discussion,业财一体化,金融业务场景,0.460484,5
300674.SZ,AR_300674_SZ_2025,management_discussion,量化投资,金融业务场景,0.449999,6
300674.SZ,AR_300674_SZ_2025,management_discussion,财务共享,金融业务场景,0.44972,7
300674.SZ,AR_300674_SZ_2025,management_discussion,文本摘要,大模型与语言技术,0.442316,8
300674.SZ,AR_300674_SZ_2025,management_discussion,数据资产,数据与安全,0.437801,9
300674.SZ,AR_300674_SZ_2025,management_discussion,核心银行系统,金融业务场景,0.437429,10
300674.SZ,AR_300674_SZ_2025,management_discussion,银行IT,金融业务场景,0.435432,11
300674.SZ,AR_300674_SZ_2025,management_discussion,信贷风控,金融业务场景,0.435249,12
000555.SZ,AR_000555_SZ_2025,business_overview,金融云,工程与基础设施,0.623798,1
000555.SZ,AR_000555_SZ_2025,business_overview,数字银行,金融业务场景,0.589064,2
000555.SZ,AR_000555_SZ_2025,business_overview,金融大数据,数据与安全,0.582025,3
000555.SZ,AR_000555_SZ_2025,business_overview,核心银行系统,金融业务场景,0.58022,4
000555.SZ,AR_000555_SZ_2025,business_overview,银行IT,金融业务场景,0.561215,5
000555.SZ,AR_000555_SZ_2025,business_overview,分布式架构,工程与基础设施,0.552482,6
000555.SZ,AR_000555_SZ_2025,business_overview,云计算,工程与基础设施,0.54219,7
000555.SZ,AR_000555_SZ_2025,business_overview,主数据管理,数据与安全,0.536843,8
000555.SZ,AR_000555_SZ_2025,business_overview,信贷风控,金融业务场景,0.5307,9
000555.SZ,AR_000555_SZ_2025,business_overview,财务SaaS,金融业务场景,0.525924,10
000555.SZ,AR_000555_SZ_2025,business_overview,数据资产,数据与安全,0.518387,11
000555.SZ,AR_000555_SZ_2025,business_overview,数据治理,数据与安全,0.513548,12
000555.SZ,AR_000555_SZ_2025,core_competitiveness,数字银行,金融业务场景,0.664526,1
000555.SZ,AR_000555_SZ_2025,core_competitiveness,金融云,工程与基础设施,0.632416,2
000555.SZ,AR_000555_SZ_2025,core_competitiveness,核心银行系统,金融业务场景,0.621178,3
000555.SZ,AR_000555_SZ_2025,core_competitiveness,金融大数据,数据与安全,0.620495,4
000555.SZ,AR_000555_SZ_2025,core_competitiveness,银行IT,金融业务场景,0.614502,5
000555.SZ,AR_000555_SZ_2025,core_competitiveness,信贷风控,金融业务场景,0.597537,6
000555.SZ,AR_000555_SZ_2025,core_competitiveness,主数据管理,数据与安全,0.594329,7
000555.SZ,AR_000555_SZ_2025,core_competitiveness,财务SaaS,金融业务场景,0.566431,8
000555.SZ,AR_000555_SZ_2025,core_competitiveness,贷后管理,金融业务场景,0.564134,9
000555.SZ,AR_000555_SZ_2025,core_competitiveness,智能客服,大模型与语言技术,0.563627,10
000555.SZ,AR_000555_SZ_2025,core_competitiveness,数据质量,数据与安全,0.559052,11
000555.SZ,AR_000555_SZ_2025,core_competitiveness,数据治理,数据与安全,0.556934,12
000555.SZ,AR_000555_SZ_2025,r_and_d,数字银行,金融业务场景,0.640642,1
000555.SZ,AR_000555_SZ_2025,r_and_d,金融大数据,数据与安全,0.613638,2
000555.SZ,AR_000555_SZ_2025,r_and_d,税务数字化,金融业务场景,0.578139,3
000555.SZ,AR_000555_SZ_2025,r_and_d,金融云,工程与基础设施,0.57047,4
000555.SZ,AR_000555_SZ_2025,r_and_d,银行IT,金融业务场景,0.56124,5
000555.SZ,AR_000555_SZ_2025,r_and_d,主数据管理,数据与安全,0.559995,6
000555.SZ,AR_000555_SZ_2025,r_and_d,数据治理,数据与安全,0.553806,7
000555.SZ,AR_000555_SZ_2025,r_and_d,数据资产,数据与安全,0.550241,8
000555.SZ,AR_000555_SZ_2025,r_and_d,数据质量,数据与安全,0.545467,9
000555.SZ,AR_000555_SZ_2025,r_and_d,信息抽取,大模型与语言技术,0.536061,10
000555.SZ,AR_000555_SZ_2025,r_and_d,财务SaaS,金融业务场景,0.5346,11
000555.SZ,AR_000555_SZ_2025,r_and_d,智能客服,大模型与语言技术,0.533491,12
000555.SZ,AR_000555_SZ_2025,management_discussion,数据资产,数据与安全,0.556225,1
000555.SZ,AR_000555_SZ_2025,management_discussion,数字银行,金融业务场景,0.548027,2
000555.SZ,AR_000555_SZ_2025,management_discussion,财务SaaS,金融业务场景,0.543604,3
000555.SZ,AR_000555_SZ_2025,management_discussion,税务数字化,金融业务场景,0.517278,4
000555.SZ,AR_000555_SZ_2025,management_discussion,金融大数据,数据与安全,0.514163,5
000555.SZ,AR_000555_SZ_2025,management_discussion,财富管理,金融业务场景,0.508745,6
000555.SZ,AR_000555_SZ_2025,management_discussion,主数据管理,数据与安全,0.498677,7
000555.SZ,AR_000555_SZ_2025,management_discussion,数据仓库,数据与安全,0.497027,8
000555.SZ,AR_000555_SZ_2025,management_discussion,数据血缘,数据与安全,0.492802,9
000555.SZ,AR_000555_SZ_2025,management_discussion,数据质量,数据与安全,0.486566,10
000555.SZ,AR_000555_SZ_2025,management_discussion,资产管理,金融业务场景,0.478576,11
000555.SZ,AR_000555_SZ_2025,management_discussion,银行IT,金融业务场景,0.476444,12
300348.SZ,AR_300348_SZ_2025,business_overview,量化投资,金融业务场景,0.500558,1
300348.SZ,AR_300348_SZ_2025,business_overview,财务SaaS,金融业务场景,0.49393,2
300348.SZ,AR_300348_SZ_2025,business_overview,资产管理,金融业务场景,0.491195,3
300348.SZ,AR_300348_SZ_2025,business_overview,财务共享,金融业务场景,0.488841,4
300348.SZ,AR_300348_SZ_2025,business_overview,财富管理,金融业务场景,0.486382,5
300348.SZ,AR_300348_SZ_2025,business_overview,数据资产,数据与安全,0.480451,6
300348.SZ,AR_300348_SZ_2025,business_overview,合规科技,金融业务场景,0.479583,7
300348.SZ,AR_300348_SZ_2025,business_overview,深度学习,人工智能基础,0.479259,8
300348.SZ,AR_300348_SZ_2025,business_overview,数据质量,数据与安全,0.474799,9
300348.SZ,AR_300348_SZ_2025,business_overview,业财一体化,金融业务场景,0.471487,10
300348.SZ,AR_300348_SZ_2025,business_overview,国产化,工程与基础设施,0.470754,11
300348.SZ,AR_300348_SZ_2025,business_overview,支付清算,金融业务场景,0.465308,12
300348.SZ,AR_300348_SZ_2025,core_competitiveness,智能交易,金融业务场景,0.53643,1
300348.SZ,AR_300348_SZ_2025,core_competitiveness,深度学习,人工智能基础,0.535028,2
300348.SZ,AR_300348_SZ_2025,core_competitiveness,财务SaaS,金融业务场景,0.525982,3
300348.SZ,AR_300348_SZ_2025,core_competitiveness,量化投资,金融业务场景,0.51178,4
300348.SZ,AR_300348_SZ_2025,core_competitiveness,AIOps,工程与基础设施,0.508925,5
300348.SZ,AR_300348_SZ_2025,core_competitiveness,智能客服,大模型与语言技术,0.508789,6
300348.SZ,AR_300348_SZ_2025,core_competitiveness,人工智能,人工智能基础,0.50039,7
300348.SZ,AR_300348_SZ_2025,core_competitiveness,银行IT,金融业务场景,0.49695,8
300348.SZ,AR_300348_SZ_2025,core_competitiveness,智能问答,大模型与语言技术,0.495439,9
300348.SZ,AR_300348_SZ_2025,core_competitiveness,AIGC,人工智能基础,0.491652,10
300348.SZ,AR_300348_SZ_2025,core_competitiveness,智能合约,数据与安全,0.488567,11
300348.SZ,AR_300348_SZ_2025,core_competitiveness,数字银行,金融业务场景,0.487784,12
300348.SZ,AR_300348_SZ_2025,r_and_d,财务SaaS,金融业务场景,0.479567,1
300348.SZ,AR_300348_SZ_2025,r_and_d,量化投资,金融业务场景,0.473552,2
300348.SZ,AR_300348_SZ_2025,r_and_d,深度学习,人工智能基础,0.465026,3
300348.SZ,AR_300348_SZ_2025,r_and_d,授信审批,金融业务场景,0.462794,4
300348.SZ,AR_300348_SZ_2025,r_and_d,提示工程,大模型与语言技术,0.456517,5
300348.SZ,AR_300348_SZ_2025,r_and_d,财务共享,金融业务场景,0.446769,6
300348.SZ,AR_300348_SZ_2025,r_and_d,财富管理,金融业务场景,0.440571,7
300348.SZ,AR_300348_SZ_2025,r_and_d,数据资产,数据与安全,0.437867,8
300348.SZ,AR_300348_SZ_2025,r_and_d,智能合约,数据与安全,0.436612,9
300348.SZ,AR_300348_SZ_2025,r_and_d,主数据管理,数据与安全,0.436049,10
300348.SZ,AR_300348_SZ_2025,r_and_d,合规科技,金融业务场景,0.432124,11
300348.SZ,AR_300348_SZ_2025,r_and_d,AIGC,人工智能基础,0.429593,12
300348.SZ,AR_300348_SZ_2025,management_discussion,财务SaaS,金融业务场景,0.527391,1
300348.SZ,AR_300348_SZ_2025,management_discussion,财务共享,金融业务场景,0.516798,2
300348.SZ,AR_300348_SZ_2025,management_discussion,财富管理,金融业务场景,0.515283,3
300348.SZ,AR_300348_SZ_2025,management_discussion,数据资产,数据与安全,0.506237,4
300348.SZ,AR_300348_SZ_2025,management_discussion,资产管理,金融业务场景,0.486583,5
300348.SZ,AR_300348_SZ_2025,management_discussion,数字银行,金融业务场景,0.472502,6
300348.SZ,AR_300348_SZ_2025,management_discussion,业财一体化,金融业务场景,0.465234,7
300348.SZ,AR_300348_SZ_2025,management_discussion,量化投资,金融业务场景,0.461314,8
300348.SZ,AR_300348_SZ_2025,management_discussion,提示工程,大模型与语言技术,0.460548,9
300348.SZ,AR_300348_SZ_2025,management_discussion,税务数字化,金融业务场景,0.448026,10
300348.SZ,AR_300348_SZ_2025,management_discussion,智能问答,大模型与语言技术,0.440083,11
300348.SZ,AR_300348_SZ_2025,management_discussion,金融大数据,数据与安全,0.439953,12
300872.SZ,AR_300872_SZ_2025,business_overview,核心银行系统,金融业务场景,0.629186,1
300872.SZ,AR_300872_SZ_2025,business_overview,金融云,工程与基础设施,0.57508,2
300872.SZ,AR_300872_SZ_2025,business_overview,银行IT,金融业务场景,0.568108,3
300872.SZ,AR_300872_SZ_2025,business_overview,数字银行,金融业务场景,0.556522,4
300872.SZ,AR_300872_SZ_2025,business_overview,金融大数据,数据与安全,0.550906,5
300872.SZ,AR_300872_SZ_2025,business_overview,智能交易,金融业务场景,0.543861,6
300872.SZ,AR_300872_SZ_2025,business_overview,人工智能,人工智能基础,0.524751,7
300872.SZ,AR_300872_SZ_2025,business_overview,财务SaaS,金融业务场景,0.523662,8
300872.SZ,AR_300872_SZ_2025,business_overview,主数据管理,数据与安全,0.522157,9
300872.SZ,AR_300872_SZ_2025,business_overview,云计算,工程与基础设施,0.520954,10
300872.SZ,AR_300872_SZ_2025,business_overview,信贷风控,金融业务场景,0.518495,11
300872.SZ,AR_300872_SZ_2025,business_overview,推荐系统,视觉与智能决策,0.517913,12
300872.SZ,AR_300872_SZ_2025,core_competitiveness,业财一体化,金融业务场景,0.534628,1
300872.SZ,AR_300872_SZ_2025,core_competitiveness,提示工程,大模型与语言技术,0.485408,2
300872.SZ,AR_300872_SZ_2025,core_competitiveness,量化投资,金融业务场景,0.484116,3
300872.SZ,AR_300872_SZ_2025,core_competitiveness,财富管理,金融业务场景,0.479523,4
300872.SZ,AR_300872_SZ_2025,core_competitiveness,资产管理,金融业务场景,0.477234,5
300872.SZ,AR_300872_SZ_2025,core_competitiveness,财务SaaS,金融业务场景,0.473019,6
300872.SZ,AR_300872_SZ_2025,core_competitiveness,核心银行系统,金融业务场景,0.470104,7
300872.SZ,AR_300872_SZ_2025,core_competitiveness,推荐系统,视觉与智能决策,0.46316,8
300872.SZ,AR_300872_SZ_2025,core_competitiveness,数据质量,数据与安全,0.459003,9
300872.SZ,AR_300872_SZ_2025,core_competitiveness,国产化,工程与基础设施,0.458758,10
300872.SZ,AR_300872_SZ_2025,core_competitiveness,数据资产,数据与安全,0.458207,11
300872.SZ,AR_300872_SZ_2025,core_competitiveness,主数据管理,数据与安全,0.458191,12
300872.SZ,AR_300872_SZ_2025,r_and_d,业财一体化,金融业务场景,0.534628,1
300872.SZ,AR_300872_SZ_2025,r_and_d,提示工程,大模型与语言技术,0.485408,2
300872.SZ,AR_300872_SZ_2025,r_and_d,量化投资,金融业务场景,0.484116,3
300872.SZ,AR_300872_SZ_2025,r_and_d,财富管理,金融业务场景,0.479523,4
300872.SZ,AR_300872_SZ_2025,r_and_d,资产管理,金融业务场景,0.477234,5
300872.SZ,AR_300872_SZ_2025,r_and_d,财务SaaS,金融业务场景,0.473019,6
300872.SZ,AR_300872_SZ_2025,r_and_d,核心银行系统,金融业务场景,0.470104,7
300872.SZ,AR_300872_SZ_2025,r_and_d,推荐系统,视觉与智能决策,0.46316,8
300872.SZ,AR_300872_SZ_2025,r_and_d,数据质量,数据与安全,0.459003,9
300872.SZ,AR_300872_SZ_2025,r_and_d,国产化,工程与基础设施,0.458758,10
300872.SZ,AR_300872_SZ_2025,r_and_d,数据资产,数据与安全,0.458207,11
300872.SZ,AR_300872_SZ_2025,r_and_d,主数据管理,数据与安全,0.458191,12
300872.SZ,AR_300872_SZ_2025,management_discussion,业财一体化,金融业务场景,0.532979,1
300872.SZ,AR_300872_SZ_2025,management_discussion,财富管理,金融业务场景,0.531315,2
300872.SZ,AR_300872_SZ_2025,management_discussion,财务SaaS,金融业务场景,0.518101,3
300872.SZ,AR_300872_SZ_2025,management_discussion,数据资产,数据与安全,0.502656,4
300872.SZ,AR_300872_SZ_2025,management_discussion,资产管理,金融业务场景,0.499931,5
300872.SZ,AR_300872_SZ_2025,management_discussion,财务共享,金融业务场景,0.486222,6
300872.SZ,AR_300872_SZ_2025,management_discussion,金融大数据,数据与安全,0.479419,7
300872.SZ,AR_300872_SZ_2025,management_discussion,金融云,工程与基础设施,0.474904,8
300872.SZ,AR_300872_SZ_2025,management_discussion,量化投资,金融业务场景,0.467707,9
300872.SZ,AR_300872_SZ_2025,management_discussion,核心银行系统,金融业务场景,0.466275,10
300872.SZ,AR_300872_SZ_2025,management_discussion,数字银行,金融业务场景,0.460815,11
300872.SZ,AR_300872_SZ_2025,management_discussion,信贷风控,金融业务场景,0.450064,12
688590.SH,AR_688590_SH_2025,business_overview,信贷风控,金融业务场景,0.591279,1
688590.SH,AR_688590_SH_2025,business_overview,推荐系统,视觉与智能决策,0.545492,2
688590.SH,AR_688590_SH_2025,business_overview,金融云,工程与基础设施,0.545249,3
688590.SH,AR_688590_SH_2025,business_overview,核心银行系统,金融业务场景,0.525737,4
688590.SH,AR_688590_SH_2025,business_overview,供应链金融,金融业务场景,0.519691,5
688590.SH,AR_688590_SH_2025,business_overview,多方安全计算,数据与安全,0.515313,6
688590.SH,AR_688590_SH_2025,business_overview,金融大数据,数据与安全,0.508437,7
688590.SH,AR_688590_SH_2025,business_overview,财务SaaS,金融业务场景,0.508362,8
688590.SH,AR_688590_SH_2025,business_overview,银行IT,金融业务场景,0.501798,9
688590.SH,AR_688590_SH_2025,business_overview,量化投资,金融业务场景,0.492249,10
688590.SH,AR_688590_SH_2025,business_overview,资产管理,金融业务场景,0.491548,11
688590.SH,AR_688590_SH_2025,business_overview,主数据管理,数据与安全,0.48592,12
688590.SH,AR_688590_SH_2025,core_competitiveness,财务SaaS,金融业务场景,0.508597,1
688590.SH,AR_688590_SH_2025,core_competitiveness,推荐系统,视觉与智能决策,0.499837,2
688590.SH,AR_688590_SH_2025,core_competitiveness,流式计算,数据与安全,0.493402,3
688590.SH,AR_688590_SH_2025,core_competitiveness,量化投资,金融业务场景,0.489017,4
688590.SH,AR_688590_SH_2025,core_competitiveness,多方安全计算,数据与安全,0.484664,5
688590.SH,AR_688590_SH_2025,core_competitiveness,支付清算,金融业务场景,0.484139,6
688590.SH,AR_688590_SH_2025,core_competitiveness,财务共享,金融业务场景,0.482736,7
688590.SH,AR_688590_SH_2025,core_competitiveness,实时计算,数据与安全,0.480829,8
688590.SH,AR_688590_SH_2025,core_competitiveness,国产化,工程与基础设施,0.477576,9
688590.SH,AR_688590_SH_2025,core_competitiveness,业财一体化,金融业务场景,0.475146,10
688590.SH,AR_688590_SH_2025,core_competitiveness,云计算,工程与基础设施,0.473241,11
688590.SH,AR_688590_SH_2025,core_competitiveness,隐私计算,数据与安全,0.470969,12
688590.SH,AR_688590_SH_2025,r_and_d,数据资产,数据与安全,0.532077,1
688590.SH,AR_688590_SH_2025,r_and_d,财务SaaS,金融业务场景,0.517933,2
688590.SH,AR_688590_SH_2025,r_and_d,多方安全计算,数据与安全,0.510483,3
688590.SH,AR_688590_SH_2025,r_and_d,税务数字化,金融业务场景,0.506456,4
688590.SH,AR_688590_SH_2025,r_and_d,金融大数据,数据与安全,0.499503,5
688590.SH,AR_688590_SH_2025,r_and_d,数字银行,金融业务场景,0.499394,6
688590.SH,AR_688590_SH_2025,r_and_d,数字人民币,金融业务场景,0.498223,7
688590.SH,AR_688590_SH_2025,r_and_d,支付清算,金融业务场景,0.495496,8
688590.SH,AR_688590_SH_2025,r_and_d,云计算,工程与基础设施,0.494771,9
688590.SH,AR_688590_SH_2025,r_and_d,数据质量,数据与安全,0.494451,10
688590.SH,AR_688590_SH_2025,r_and_d,财务共享,金融业务场景,0.493302,11
688590.SH,AR_688590_SH_2025,r_and_d,流式计算,数据与安全,0.485638,12
688590.SH,AR_688590_SH_2025,management_discussion,多方安全计算,数据与安全,0.488181,1
688590.SH,AR_688590_SH_2025,management_discussion,财务SaaS,金融业务场景,0.486927,2
688590.SH,AR_688590_SH_2025,management_discussion,信贷风控,金融业务场景,0.469233,3
688590.SH,AR_688590_SH_2025,management_discussion,财务共享,金融业务场景,0.467521,4
688590.SH,AR_688590_SH_2025,management_discussion,推荐系统,视觉与智能决策,0.463835,5
688590.SH,AR_688590_SH_2025,management_discussion,提示工程,大模型与语言技术,0.463811,6
