company_code,company_name,job_title,posting_count,job_ids,source_sheets,source_rows,risk_score,score_repeatability,score_rule_clarity,score_data_structuredness,score_complex_communication,score_responsibility_judgment,score_compliance_trust,score_cross_function_coordination,evidence_repeatability,evidence_rule_clarity,evidence_data_structuredness,evidence_complex_communication,evidence_responsibility_judgment,evidence_compliance_trust,evidence_cross_function_coordination,risk_band,rubric
600446.SH,金证股份,【2027届】C/C++开发实习生,1,JOB_0141,1-4,145,68.6,1.0,3.0,4.0,3.0,1.0,1.0,3.0,,SQL,SQL、数据库,沟通,,,沟通,高,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
600446.SH,金证股份,Java开发工程师,4,JOB_0127、JOB_0130、JOB_0137、JOB_0138,1-4,131、134、141、142,67.2,1.8,3.0,3.2,2.2,2.5,1.5,2.2,监控、运维,SQL、规范、SQL,SQL、交易、SQL、数据库,沟通、沟通、团队协作,架构、设计、架构、设计、需求分析,合规,团队协作、沟通、沟通,高,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,C++服务端开发工程师 (证券),2,JOB_0106、JOB_0108,1-4,109、111,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,C/C++ 开发工程师,2,JOB_0049、JOB_0050,1-4,51、52,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300229.SZ,拓尔思,数据分析实习生,2,JOB_0158、JOB_0162,13-15,17、21,65.7,2.0,3.0,3.5,3.0,2.5,1.0,3.0,数据清洗,SQL,SQL、SQL、数据清洗,沟通,方案、设计,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,AI应用工程师 (证券),1,JOB_0105,1-4,108,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,AI应用工程师（证券）,1,JOB_0101,1-4,104,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,java服务端开发工程师,1,JOB_0107,1-4,110,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,信息安全岗 (MJ002671),1,JOB_0102,1-4,105,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,经营分析岗,1,JOB_0097,1-4,100,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
603927.SH,中科软,Java 开发工程师,1,JOB_0184,9-12,23,65.7,1.0,4.0,4.0,4.0,1.0,1.0,4.0,,规范、SQL,SQL、数据库,沟通、团队协作,,,团队协作、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
603927.SH,中科软,测试工程师,1,JOB_0190,9-12,29,65.7,4.0,4.0,1.0,4.0,1.0,1.0,4.0,测试、文档,流程、测试,,沟通、团队协作,,,团队协作、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
603927.SH,中科软,自动化测试开发工程师,1,JOB_0189,9-12,28,65.7,4.0,4.0,1.0,4.0,1.0,1.0,4.0,测试、脚本,测试、脚本,,沟通、团队协作,,,团队协作、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,ACM专项岗位—AI工程师,1,JOB_0030,1-4,32,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,AI Builder（云原生PaaS与C++）,1,JOB_0090,1-4,92,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,AI infra（云原生、沙箱、GPU）,1,JOB_0065,1-4,67,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,AI应用工程师,1,JOB_0085,1-4,87,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,AI应用开发工程师,1,JOB_0042,1-4,44,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,AI开发工程师,1,JOB_0071,1-4,73,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,Agent开发工程师,1,JOB_0061,1-4,63,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,Java技术专家/主管,1,JOB_0078,1-4,80,65.7,1.0,3.0,3.0,1.0,5.0,1.0,1.0,,SQL,SQL,,主管、架构、设计、管理,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,LLM推理引擎研发工程师,1,JOB_0094,1-4,96,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,大模型推理加速专家,1,JOB_0015,1-4,17,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,安全开发专家,1,JOB_0041,1-4,43,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,容器与算力平台稳定性开发工程师,1,JOB_0068,1-4,70,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,推理优化算法专家,1,JOB_0037,1-4,39,65.7,3.0,1.0,1.0,1.0,3.0,1.0,1.0,部署,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,推理引擎开发专家/优化专家（算力方向）,1,JOB_0091,1-4,93,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,语音引擎开发工程师,1,JOB_0039,1-4,41,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,资深Java研发工程师/专家/TL,1,JOB_0089,1-4,91,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,量化研究员,1,JOB_0022,1-4,24,65.7,1.0,1.0,3.0,1.0,3.0,1.0,1.0,,,数据建模,,研究,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,高级AI开发/主管,1,JOB_0073,1-4,75,65.7,1.0,3.0,3.0,1.0,5.0,1.0,1.0,,SQL,SQL,,主管、架构、设计、管理,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300872.SZ,天阳科技,初级 java 开发工程师,1,JOB_0165,9-12,4,65.7,3.0,3.0,4.0,3.0,4.0,1.0,3.0,文档,SQL,SQL、交易,沟通,架构、业务理解,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300872.SZ,天阳科技,功能测试工程师,1,JOB_0169,9-12,8,65.7,4.0,4.0,1.0,3.0,3.0,1.0,3.0,测试、测试用例,测试、测试用例,,沟通,管理,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,【实习】大模型应用开发工程师（2027届，有留用机会）(J12974),1,JOB_0227,5-8,34,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,【校招-高潜人才】大模型应用开发工程师(J12429),1,JOB_0221,5-8,28,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
600570.SH,恒生电子,Java开发工程师-机构服务,1,JOB_0008,1-4,9,65.7,1.0,3.0,3.0,3.0,1.0,1.0,3.0,,SQL,SQL,沟通,,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
688590.SH,新致软件,投资经理（AI+MCN 方向）,1,JOB_0144,13-15,3,65.7,1.0,3.0,1.0,1.0,3.0,1.0,1.0,,流程,,,评估,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
000555.SZ,神州信息,软件工程师(J22429),1,JOB_0233,5-8,40,65.7,3.0,4.0,4.0,4.0,3.0,1.0,4.0,测试,测试、SQL,SQL、数据库,沟通、协调、团队协作,管理,,团队协作、协调、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
002230.SZ,科大讯飞,智慧信贷研发组长（科大讯飞）,1,JOB_0152,13-15,11,65.7,4.0,4.0,1.0,1.0,5.0,3.0,1.0,测试、审核,流程、规范、测试,,,架构、方案、设计、管理,授信,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
600446.SH,金证股份,JAVA开发工程师,1,JOB_0142,1-4,146,65.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,中级软件工程师(J11919),2,JOB_0205、JOB_0208,5-8,12、15,62.9,1.0,3.0,4.0,3.0,3.0,1.0,3.0,,SQL,SQL、数据库,沟通,问题解决,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,Java服务端开发工程师 (AI应用方向),1,JOB_0109,1-4,112,62.9,1.0,3.0,4.0,3.0,3.0,1.0,3.0,,SQL,SQL、数据库、交易,沟通,设计,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
603927.SH,中科软,Python 开发工程师,1,JOB_0186,9-12,25,62.9,1.0,3.0,4.0,4.0,1.0,1.0,4.0,,SQL,SQL、数据库,沟通、团队协作,,,团队协作、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
603927.SH,中科软,数据分析师,1,JOB_0188,9-12,27,62.9,1.0,3.0,4.0,3.0,3.0,1.0,3.0,,SQL,SQL、数据库,沟通,问题解决,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,算法博士（实习/社招）,1,JOB_0046,1-4,48,62.9,1.0,1.0,3.0,1.0,4.0,1.0,1.0,,,统计,,研究、算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,中级软件工程师(J11963),1,JOB_0219,5-8,26,62.9,3.0,3.0,4.0,3.0,5.0,1.0,3.0,脚本,脚本,数据库、ETL,团队协作,方案、设计、问题解决、需求分析,,团队协作,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,高级软件工程师(J11802),1,JOB_0217,5-8,24,62.9,3.0,3.0,4.0,3.0,5.0,1.0,3.0,脚本,脚本,数据库、ETL,团队协作,方案、设计、问题解决、需求分析,,团队协作,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
688590.SH,新致软件,Java 实习生,1,JOB_0150,13-15,9,62.9,1.0,3.0,4.0,3.0,3.0,1.0,3.0,,SQL,SQL、数据库,团队协作,算法,,团队协作,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
000555.SZ,神州信息,27届提前批-Java开发工程师（上海）(J22222),1,JOB_0241,5-8,48,62.9,1.0,3.0,4.0,3.0,3.0,1.0,3.0,,SQL,SQL、数据库,沟通,设计,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
000555.SZ,神州信息,27届提前批-Java开发工程师（北京）(J21821),1,JOB_0243,5-8,50,62.9,1.0,3.0,4.0,3.0,3.0,1.0,3.0,,SQL,SQL、数据库,沟通,设计,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
000555.SZ,神州信息,27届提前批-Java开发工程师（西安）(J21822),1,JOB_0242,5-8,49,62.9,1.0,3.0,4.0,3.0,3.0,1.0,3.0,,SQL,SQL、数据库,沟通,设计,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
