company_name,platform,job_title,salary_raw,location_raw,skills_raw,education_raw,experience_raw,ai_tech_stack_raw,source_workbook,source_sheet,source_row,import_date,company_code,job_description_raw,job_id,job_url,publish_time_raw,crawl_date,source_id,dedup_key,company_code_missing,cleaning_note
东方财富,BOSS直聘,服务端开发工程师 (Java),18-35K·16薪,上海,计算机/数学/金融工程相关专业本科及以上学历，具备扎实的数据结构与工程算法基础；熟悉Linux开发环境，具备2年以上Java开发经验，有Flink/Kafka/RocketMQ等中间件深度使用经验，有算法背景的优先；具备出色的系统架构设计能力，熟悉数据服务、解析系统等相关技术，能够设计并落地复杂系统实现,本科,1-3年,机器学习、大模型应用（岗位职责提及智能选股、智能查数等系统的机器学习与大模型应用）,招聘信息整理.xlsx,1-4,113,2026-08-13,300059.SZ,技能要求：计算机/数学/金融工程相关专业本科及以上学历，具备扎实的数据结构与工程算法基础；熟悉Linux开发环境，具备2年以上Java开发经验，有Flink/Kafka/RocketMQ等中间件深度使用经验，有算法背景的优先；具备出色的系统架构设计能力，熟悉数据服务、解析系统等相关技术，能够设计并落地复杂系统实现 学历要求：本科 经验要求：1-3年 AI相关技术栈要求：机器学习、大模型应用（岗位职责提及智能选股、智能查数等系统的机器学习与大模型应用）,JOB_0110,,,2026-08-13,user_recruitment_workbook,300059.SZ|服务端开发工程师 (java)|上海|技能要求：计算机/数学/金融工程相关专业本科及以上学历，具备扎实的数据结构与工程算法基础；熟悉Linux开发环境，具备2年以上Java开发经验，有Flink/Kafka/RocketMQ等中间件深度使用经验，有算法背景的优先；具备出色的系统架构设计能力，熟悉数据服务、解析系统等相关技术，能够设计并落地复杂系统实现 学历要求：本科 经验要求：1-3年 AI相关技术栈要求：机器学习、大模型应用（岗位职责提及智能选股、智能查数等系统的机器学习与大模型应用）,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,服务端工程师 (Java),18-30K·16薪,上海,本科及以上学历，3年以上JAVA开发经验；熟练使用spring、mybatis等常用JAVA框架，具备JVM调优经验；熟练使用redis、kafka、es等组件；熟悉Linux系统；熟悉SQL，具有oracle、mysql数据库相关经验者优先；富有创新思维和良好的学习能力，有较强的逻辑思维和归纳总结能力，态度认真负责，做事积极主动,本科,3-5年,无,招聘信息整理.xlsx,1-4,114,2026-08-13,300059.SZ,技能要求：本科及以上学历，3年以上JAVA开发经验；熟练使用spring、mybatis等常用JAVA框架，具备JVM调优经验；熟练使用redis、kafka、es等组件；熟悉Linux系统；熟悉SQL，具有oracle、mysql数据库相关经验者优先；富有创新思维和良好的学习能力，有较强的逻辑思维和归纳总结能力，态度认真负责，做事积极主动 学历要求：本科 经验要求：3-5年 AI相关技术栈要求：无,JOB_0111,,,2026-08-13,user_recruitment_workbook,300059.SZ|服务端工程师 (java)|上海|技能要求：本科及以上学历，3年以上JAVA开发经验；熟练使用spring、mybatis等常用JAVA框架，具备JVM调优经验；熟练使用redis、kafka、es等组件；熟悉Linux系统；熟悉SQL，具有oracle、mysql数据库相关经验者优先；富有创新思维和良好的学习能力，有较强的逻辑思维和归纳总结能力，态度认真负责，做事积极主动 学历要求：本科 经验要求：3-5年 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,服务端开发工程师Java (证券交易),20-35K·16薪,上海,本科及以上学历，计算机、软件等相关专业；具有三年以上Java开发经验，有大型互联网行业工作经验或者证券行业开发经验者优先；精通Java JDK与J2EE相关技术，熟练运用Spring、MyBatis等框架；熟练掌握SQL语句，熟练使用一种数据库（MySQL、SqlServer、Oracle）；熟悉HTML、JavaScript、CSS、Ajax页面技术，熟练运用jQuery等框架；具有较强的学习能力及责任心，能承受一定的工作压力,本科,3-5年,无,招聘信息整理.xlsx,1-4,115,2026-08-13,300059.SZ,技能要求：本科及以上学历，计算机、软件等相关专业；具有三年以上Java开发经验，有大型互联网行业工作经验或者证券行业开发经验者优先；精通Java JDK与J2EE相关技术，熟练运用Spring、MyBatis等框架；熟练掌握SQL语句，熟练使用一种数据库（MySQL、SqlServer、Oracle）；熟悉HTML、JavaScript、CSS、Ajax页面技术，熟练运用jQuery等框架；具有较强的学习能力及责任心，能承受一定的工作压力 学历要求：本科 经验要求：3-5年 AI相关技术栈要求：无,JOB_0112,,,2026-08-13,user_recruitment_workbook,300059.SZ|服务端开发工程师java (证券交易)|上海|技能要求：本科及以上学历，计算机、软件等相关专业；具有三年以上Java开发经验，有大型互联网行业工作经验或者证券行业开发经验者优先；精通Java JDK与J2EE相关技术，熟练运用Spring、MyBatis等框架；熟练掌握SQL语句，熟练使用一种数据库（MySQL、SqlServer、Oracle）；熟悉HTML、JavaScript、CSS、Ajax页面技术，熟练运用jQuery等框架；具有较强的学习能力及责任心，能承受一定的工作压力 学历要求：本科 经验要求：3-5年 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,JAVA服务端开发工程师 (财务系统-外包),13-18K,上海,本科及以上学历，2年以上JAVA开发经验；熟悉Java编码，多线程机制、IO机制、集合框架等；熟练使用Redis、Kafka、Nginx、ES等开源中间件；熟悉Linux/Unix平台，熟悉关系型数据库MySql、Oracle的SQL脚本编写；具有良好的学习能力、较强的逻辑思维和归纳总结能力，工作态度认真负责，做事积极主动；熟悉金融或者企业财务相关的业务，有参与财务系统开发经验者优先,本科,1-3年,无,招聘信息整理.xlsx,1-4,116,2026-08-13,300059.SZ,技能要求：本科及以上学历，2年以上JAVA开发经验；熟悉Java编码，多线程机制、IO机制、集合框架等；熟练使用Redis、Kafka、Nginx、ES等开源中间件；熟悉Linux/Unix平台，熟悉关系型数据库MySql、Oracle的SQL脚本编写；具有良好的学习能力、较强的逻辑思维和归纳总结能力，工作态度认真负责，做事积极主动；熟悉金融或者企业财务相关的业务，有参与财务系统开发经验者优先 学历要求：本科 经验要求：1-3年 AI相关技术栈要求：无,JOB_0113,,,2026-08-13,user_recruitment_workbook,300059.SZ|java服务端开发工程师 (财务系统-外包)|上海|技能要求：本科及以上学历，2年以上JAVA开发经验；熟悉Java编码，多线程机制、IO机制、集合框架等；熟练使用Redis、Kafka、Nginx、ES等开源中间件；熟悉Linux/Unix平台，熟悉关系型数据库MySql、Oracle的SQL脚本编写；具有良好的学习能力、较强的逻辑思维和归纳总结能力，工作态度认真负责，做事积极主动；熟悉金融或者企业财务相关的业务，有参与财务系统开发经验者优先 学历要求：本科 经验要求：1-3年 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,数据编辑 (MJ001945),7-10K,上海,本科及以上学历，金融、经济、财会或计算机相关专业，英语CET-4及以上，具有计算机和金融复合背景者优先考虑；具有数据处理（录入）和核查经验，熟悉SQL语言者优先；具有较强的学习能力，工作认真负责，吃苦耐劳，勤恳踏实,本科,经验不限,无,招聘信息整理.xlsx,1-4,117,2026-08-13,300059.SZ,技能要求：本科及以上学历，金融、经济、财会或计算机相关专业，英语CET-4及以上，具有计算机和金融复合背景者优先考虑；具有数据处理（录入）和核查经验，熟悉SQL语言者优先；具有较强的学习能力，工作认真负责，吃苦耐劳，勤恳踏实 学历要求：本科 经验要求：经验不限 AI相关技术栈要求：无,JOB_0114,,,2026-08-13,user_recruitment_workbook,300059.SZ|数据编辑 (mj001945)|上海|技能要求：本科及以上学历，金融、经济、财会或计算机相关专业，英语CET-4及以上，具有计算机和金融复合背景者优先考虑；具有数据处理（录入）和核查经验，熟悉SQL语言者优先；具有较强的学习能力，工作认真负责，吃苦耐劳，勤恳踏实 学历要求：本科 经验要求：经验不限 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,数据编辑专员,3-5K·13薪,扬州,本科及以上学历，金融、经济、财会或计算机相关专业，IT类专业有金融基础的优秀人才优先；有数据处理（录入）和核查经验，电脑操作熟练，熟悉SQL语言者优先；有较强的学习能力，工作认真负责，吃苦耐劳，能根据工作需要上早、中、晚班,本科,经验不限,无,招聘信息整理.xlsx,1-4,118,2026-08-13,300059.SZ,技能要求：本科及以上学历，金融、经济、财会或计算机相关专业，IT类专业有金融基础的优秀人才优先；有数据处理（录入）和核查经验，电脑操作熟练，熟悉SQL语言者优先；有较强的学习能力，工作认真负责，吃苦耐劳，能根据工作需要上早、中、晚班 学历要求：本科 经验要求：经验不限 AI相关技术栈要求：无,JOB_0115,,,2026-08-13,user_recruitment_workbook,300059.SZ|数据编辑专员|扬州|技能要求：本科及以上学历，金融、经济、财会或计算机相关专业，IT类专业有金融基础的优秀人才优先；有数据处理（录入）和核查经验，电脑操作熟练，熟悉SQL语言者优先；有较强的学习能力，工作认真负责，吃苦耐劳，能根据工作需要上早、中、晚班 学历要求：本科 经验要求：经验不限 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,AI Agent 架构师 (MJ002936),40-60K·16薪,上海,5年以上开发经验，2年以上AI相关应用开发经验，主导过从0到1的agent项目，具备金融业务相关经验；熟悉一种以上AI开发框架（langchain/spring ai等），能独立完成初版系统搭建；具备扎实的系统架构能力，能够进行高并发、高可用、可扩展的系统设计；熟悉Agent核心机制（规划、工具调用、记忆等），具有较好的工程优化能力；具备出色的沟通协调能力，能推动跨团队快速验证和规模化复制,本科,5-10年,"LangChain, Spring AI, Agent核心机制（规划、工具调用、记忆等），大模型应用",招聘信息整理.xlsx,1-4,119,2026-08-13,300059.SZ,"技能要求：5年以上开发经验，2年以上AI相关应用开发经验，主导过从0到1的agent项目，具备金融业务相关经验；熟悉一种以上AI开发框架（langchain/spring ai等），能独立完成初版系统搭建；具备扎实的系统架构能力，能够进行高并发、高可用、可扩展的系统设计；熟悉Agent核心机制（规划、工具调用、记忆等），具有较好的工程优化能力；具备出色的沟通协调能力，能推动跨团队快速验证和规模化复制 学历要求：本科 经验要求：5-10年 AI相关技术栈要求：LangChain, Spring AI, Agent核心机制（规划、工具调用、记忆等），大模型应用",JOB_0116,,,2026-08-13,user_recruitment_workbook,"300059.SZ|ai agent 架构师 (mj002936)|上海|技能要求：5年以上开发经验，2年以上AI相关应用开发经验，主导过从0到1的agent项目，具备金融业务相关经验；熟悉一种以上AI开发框架（langchain/spring ai等），能独立完成初版系统搭建；具备扎实的系统架构能力，能够进行高并发、高可用、可扩展的系统设计；熟悉Agent核心机制（规划、工具调用、记忆等），具有较好的工程优化能力；具备出色的沟通协调能力，能推动跨团队快速验证和规模化复制 学历要求：本科 经验要求：5-10年 AI相关技术栈要求：LangChain, Spring AI, Agent核心机制（规划、工具调用、记忆等），大模型应用",False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,资深服务端开发工程师-Java (MJ00...),25-40K·16薪,上海,本科及以上学历，计算机、软件工程等相关专业，5年以上Java开发经验，具备大型互联网C端高并发或证券核心交易系统研发经验者优先；精通TCP、HTTP协议，熟练掌握Netty、MyBatis框架；精通Redis、Kafka、Nginx等中间件，具备高并发缓存设计、消息异步解耦、流量调度及数据层优化实战经验；深入理解JVM原理，熟练掌握JVM性能调优；具备大型分布式系统架构与服务治理经验，熟悉微服务拆分、依赖治理、技术规范统一及架构优化落地,本科,5-10年,无,招聘信息整理.xlsx,1-4,120,2026-08-13,300059.SZ,技能要求：本科及以上学历，计算机、软件工程等相关专业，5年以上Java开发经验，具备大型互联网C端高并发或证券核心交易系统研发经验者优先；精通TCP、HTTP协议，熟练掌握Netty、MyBatis框架；精通Redis、Kafka、Nginx等中间件，具备高并发缓存设计、消息异步解耦、流量调度及数据层优化实战经验；深入理解JVM原理，熟练掌握JVM性能调优；具备大型分布式系统架构与服务治理经验，熟悉微服务拆分、依赖治理、技术规范统一及架构优化落地 学历要求：本科 经验要求：5-10年 AI相关技术栈要求：无,JOB_0117,,,2026-08-13,user_recruitment_workbook,300059.SZ|资深服务端开发工程师-java (mj00...)|上海|技能要求：本科及以上学历，计算机、软件工程等相关专业，5年以上Java开发经验，具备大型互联网C端高并发或证券核心交易系统研发经验者优先；精通TCP、HTTP协议，熟练掌握Netty、MyBatis框架；精通Redis、Kafka、Nginx等中间件，具备高并发缓存设计、消息异步解耦、流量调度及数据层优化实战经验；深入理解JVM原理，熟练掌握JVM性能调优；具备大型分布式系统架构与服务治理经验，熟悉微服务拆分、依赖治理、技术规范统一及架构优化落地 学历要求：本科 经验要求：5-10年 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,算法工程师 (大模型方向),35-65K·16薪,上海,大模型方向，硕士学历，1-3年经验,硕士,1-3年,大模型方向（职位名称及岗位要求明确提及）,招聘信息整理.xlsx,1-4,121,2026-08-13,300059.SZ,技能要求：大模型方向，硕士学历，1-3年经验 学历要求：硕士 经验要求：1-3年 AI相关技术栈要求：大模型方向（职位名称及岗位要求明确提及）,JOB_0118,,,2026-08-13,user_recruitment_workbook,300059.SZ|算法工程师 (大模型方向)|上海|技能要求：大模型方向，硕士学历，1-3年经验 学历要求：硕士 经验要求：1-3年 AI相关技术栈要求：大模型方向（职位名称及岗位要求明确提及）,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,算法工程师（大模型方向）,35-65K·16薪,上海,机器学习、深度学习、大模型算法、Python；岗位职责：1、负责参与公司金融大模型的训练工作；2、负责在大模型的基础网络架构、训练方法、训练效率、数据集建设等方面持续开展优化迭代工作；3、负责跟踪业内大模型应用的关键技术发展情况，探索金融科技垂类领先的智能化应用；4、完成公司交办的其他工作。任职要求：1、计算机、人工智能、软件等相关专业硕士及以上学历，具备2年以上AI领域工作经验；2、具备扎实的Python或C/C++开发功底，熟练掌握PyTorch等主流深度学习框架；熟练掌握大模型训练框架，例如：megatron、deepseek、Swift等；3、熟悉常见大模型的模型架构与训练方法；4、具备Agent服务搭建经验或大参数大模型训练经验的优先；5、具备大模型方向的开源项目维护、有相关方向高水平论文发表者优先；6、具备良好的沟通能力和技术钻研精神，能够与各团队紧密合作，共同推进项目进展。,硕士,1-3年,大模型训练框架（Megatron/DeepSeek/Swift），PyTorch，深度学习，Agent服务搭建，大模型架构与训练方法,招聘信息整理.xlsx,1-4,122,2026-08-13,300059.SZ,技能要求：机器学习、深度学习、大模型算法、Python；岗位职责：1、负责参与公司金融大模型的训练工作；2、负责在大模型的基础网络架构、训练方法、训练效率、数据集建设等方面持续开展优化迭代工作；3、负责跟踪业内大模型应用的关键技术发展情况，探索金融科技垂类领先的智能化应用；4、完成公司交办的其他工作。任职要求：1、计算机、人工智能、软件等相关专业硕士及以上学历，具备2年以上AI领域工作经验；2、具备扎实的Python或C/C++开发功底，熟练掌握PyTorch等主流深度学习框架；熟练掌握大模型训练框架，例如：megatron、deepseek、Swift等；3、熟悉常见大模型的模型架构与训练方法；4、具备Agent服务搭建经验或大参数大模型训练经验的优先；5、具备大模型方向的开源项目维护、有相关方向高水平论文发表者优先；6、具备良好的沟通能力和技术钻研精神，能够与各团队紧密合作，共同推进项目进展。 学历要求：硕士 经验要求：1-3年 AI相关技术栈要求：大模型训练框架（Megatron/DeepSeek/Swift），PyTorch，深度学习，Agent服务搭建，大模型架构与训练方法,JOB_0119,,,2026-08-13,user_recruitment_workbook,300059.SZ|算法工程师（大模型方向）|上海|技能要求：机器学习、深度学习、大模型算法、Python；岗位职责：1、负责参与公司金融大模型的训练工作；2、负责在大模型的基础网络架构、训练方法、训练效率、数据集建设等方面持续开展优化迭代工作；3、负责跟踪业内大模型应用的关键技术发展情况，探索金融科技垂类领先的智能化应用；4、完成公司交办的其他工作。任职要求：1、计算机、人工智能、软件等相关专业硕士及以上学历，具备2年以上AI领域工作经验；2、具备扎实的Python或C/C++开发功底，熟练掌握PyTorch等主流深度学习框架；熟练掌握大模型训练框架，例如：megatron、deepseek、Swift等；3、熟悉常见大模型的模型架构与训练方法；4、具备Agent服务搭建经验或大参数大模型训练经验的优先；5、具备大模型方向的开源项目维护、有相关方向高水平论文发表者优先；6、具备良好的沟通能力和技术钻研精神，能够与各团队紧密合作，共同推进项目进展。 学历要求：硕士 经验要求：1-3年 AI相关技术栈要求：大模型训练框架（Megatron/DeepSeek/Swift），PyTorch，深度学习，Agent服务搭建，大模型架构与训练方法,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,算法工程师（推荐/搜索方向）,25-45K,上海,岗位职责：1、优化信息流的召回、排序、重排等算法，提升ctr/uv等核心业务指标；2、分析用户行为数据，参与用户画像相关工作建设，进行用户长短期兴趣建模及特征设计；3、探索各种前沿算法，针对不同的业务场景，制定合适的算法与策略，并不断优化效果；4、对推荐效果做深入分析，定位影响效果的因素，并提出改进方案；5、完成公司交办的其他工作。任职要求：1、计算机相关专业硕士及以上学历；2、两年及以上推荐算法相关经验，熟悉常见推荐系统技术，包括召回模型、排序模型、特征构建等；3、熟悉Java/Python/C++中的一种或多种编程语言，熟悉Tensorflow/Pytorch等深度学习框架；4、具有较强的数据意识，精通常用的数据挖掘算法和机器学习算法，在用户画像构建、特征工程方面有经验者优先；5、具备大规模推荐、搜索、广告实际场景经验者优先；6、对解决挑战性问题充满激情，有较强的责任心和主动性，具备良好的沟通协作能力。,硕士,1-3年,无,招聘信息整理.xlsx,1-4,123,2026-08-13,300059.SZ,技能要求：岗位职责：1、优化信息流的召回、排序、重排等算法，提升ctr/uv等核心业务指标；2、分析用户行为数据，参与用户画像相关工作建设，进行用户长短期兴趣建模及特征设计；3、探索各种前沿算法，针对不同的业务场景，制定合适的算法与策略，并不断优化效果；4、对推荐效果做深入分析，定位影响效果的因素，并提出改进方案；5、完成公司交办的其他工作。任职要求：1、计算机相关专业硕士及以上学历；2、两年及以上推荐算法相关经验，熟悉常见推荐系统技术，包括召回模型、排序模型、特征构建等；3、熟悉Java/Python/C++中的一种或多种编程语言，熟悉Tensorflow/Pytorch等深度学习框架；4、具有较强的数据意识，精通常用的数据挖掘算法和机器学习算法，在用户画像构建、特征工程方面有经验者优先；5、具备大规模推荐、搜索、广告实际场景经验者优先；6、对解决挑战性问题充满激情，有较强的责任心和主动性，具备良好的沟通协作能力。 学历要求：硕士 经验要求：1-3年 AI相关技术栈要求：无,JOB_0120,,,2026-08-13,user_recruitment_workbook,300059.SZ|算法工程师（推荐/搜索方向）|上海|技能要求：岗位职责：1、优化信息流的召回、排序、重排等算法，提升ctr/uv等核心业务指标；2、分析用户行为数据，参与用户画像相关工作建设，进行用户长短期兴趣建模及特征设计；3、探索各种前沿算法，针对不同的业务场景，制定合适的算法与策略，并不断优化效果；4、对推荐效果做深入分析，定位影响效果的因素，并提出改进方案；5、完成公司交办的其他工作。任职要求：1、计算机相关专业硕士及以上学历；2、两年及以上推荐算法相关经验，熟悉常见推荐系统技术，包括召回模型、排序模型、特征构建等；3、熟悉Java/Python/C++中的一种或多种编程语言，熟悉Tensorflow/Pytorch等深度学习框架；4、具有较强的数据意识，精通常用的数据挖掘算法和机器学习算法，在用户画像构建、特征工程方面有经验者优先；5、具备大规模推荐、搜索、广告实际场景经验者优先；6、对解决挑战性问题充满激情，有较强的责任心和主动性，具备良好的沟通协作能力。 学历要求：硕士 经验要求：1-3年 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,AI应用工程师（证券）(MJ002957),25-40K,上海,任职资格：1、计算机、人工智能等相关专业，本科及以上学历；2、熟悉Java、Python、Go、C++中的至少一种开发语言；3、具备扎实的服务端开发能力，有良好的工程实践、问题排查及系统优化能力；4、熟悉Agent应用开发基本原理，理解任务规划、工具调用、上下文管理及自主执行等核心机制；5、有企业级Agent项目的落地经验。工作职责：1、参与大模型应用场景的探索与创新，促进AI技术在证券业务中的深度应用；2、负责Agent应用从需求分析、方案设计到开发上线的全生命周期建设；3、参与Agent评测体系建设，持续优化任务成功率、准确率及用户体验；4、关注AI技术前沿，积极开展技术预研；5、完成公司交办的其他工作。,本科,3-5年,Agent应用开发（任务规划、工具调用、上下文管理、自主执行），大模型应用场景探索，Agent评测体系,招聘信息整理.xlsx,1-4,124,2026-08-13,300059.SZ,技能要求：任职资格：1、计算机、人工智能等相关专业，本科及以上学历；2、熟悉Java、Python、Go、C++中的至少一种开发语言；3、具备扎实的服务端开发能力，有良好的工程实践、问题排查及系统优化能力；4、熟悉Agent应用开发基本原理，理解任务规划、工具调用、上下文管理及自主执行等核心机制；5、有企业级Agent项目的落地经验。工作职责：1、参与大模型应用场景的探索与创新，促进AI技术在证券业务中的深度应用；2、负责Agent应用从需求分析、方案设计到开发上线的全生命周期建设；3、参与Agent评测体系建设，持续优化任务成功率、准确率及用户体验；4、关注AI技术前沿，积极开展技术预研；5、完成公司交办的其他工作。 学历要求：本科 经验要求：3-5年 AI相关技术栈要求：Agent应用开发（任务规划、工具调用、上下文管理、自主执行），大模型应用场景探索，Agent评测体系,JOB_0121,,,2026-08-13,user_recruitment_workbook,300059.SZ|ai应用工程师（证券）(mj002957)|上海|技能要求：任职资格：1、计算机、人工智能等相关专业，本科及以上学历；2、熟悉Java、Python、Go、C++中的至少一种开发语言；3、具备扎实的服务端开发能力，有良好的工程实践、问题排查及系统优化能力；4、熟悉Agent应用开发基本原理，理解任务规划、工具调用、上下文管理及自主执行等核心机制；5、有企业级Agent项目的落地经验。工作职责：1、参与大模型应用场景的探索与创新，促进AI技术在证券业务中的深度应用；2、负责Agent应用从需求分析、方案设计到开发上线的全生命周期建设；3、参与Agent评测体系建设，持续优化任务成功率、准确率及用户体验；4、关注AI技术前沿，积极开展技术预研；5、完成公司交办的其他工作。 学历要求：本科 经验要求：3-5年 AI相关技术栈要求：Agent应用开发（任务规划、工具调用、上下文管理、自主执行），大模型应用场景探索，Agent评测体系,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,C++服务端开发工程师（证券交易）,25-40K·16薪,上海,工作职责：1、负责证券业务的集中交易、极速交易、量化交易等系统的研发工作；2、完成公司安排的其他工作。任职资格：1、本科及以上学历，技术扎实，精通C/C++、Go或Rust等编程语言的一种；2、具有三年以上C++工作经验，熟练使用Linux/Windows开发、编译、调试；3、熟悉Linux下多线程/多进程编程模型，进程间通讯，消息事件通知，同步/异步；4、熟悉Linux下内存管理机制，低延迟、高并发无锁化编程；5、熟悉TCP/UDP协议、组网、抓包分析等网络编程；6、工作敬业，细心，爱钻研技术，有团队精神，善于总结，能承受一定的工作压力。,本科,3-5年,无,招聘信息整理.xlsx,1-4,125,2026-08-13,300059.SZ,技能要求：工作职责：1、负责证券业务的集中交易、极速交易、量化交易等系统的研发工作；2、完成公司安排的其他工作。任职资格：1、本科及以上学历，技术扎实，精通C/C++、Go或Rust等编程语言的一种；2、具有三年以上C++工作经验，熟练使用Linux/Windows开发、编译、调试；3、熟悉Linux下多线程/多进程编程模型，进程间通讯，消息事件通知，同步/异步；4、熟悉Linux下内存管理机制，低延迟、高并发无锁化编程；5、熟悉TCP/UDP协议、组网、抓包分析等网络编程；6、工作敬业，细心，爱钻研技术，有团队精神，善于总结，能承受一定的工作压力。 学历要求：本科 经验要求：3-5年 AI相关技术栈要求：无,JOB_0122,,,2026-08-13,user_recruitment_workbook,300059.SZ|c++服务端开发工程师（证券交易）|上海|技能要求：工作职责：1、负责证券业务的集中交易、极速交易、量化交易等系统的研发工作；2、完成公司安排的其他工作。任职资格：1、本科及以上学历，技术扎实，精通C/C++、Go或Rust等编程语言的一种；2、具有三年以上C++工作经验，熟练使用Linux/Windows开发、编译、调试；3、熟悉Linux下多线程/多进程编程模型，进程间通讯，消息事件通知，同步/异步；4、熟悉Linux下内存管理机制，低延迟、高并发无锁化编程；5、熟悉TCP/UDP协议、组网、抓包分析等网络编程；6、工作敬业，细心，爱钻研技术，有团队精神，善于总结，能承受一定的工作压力。 学历要求：本科 经验要求：3-5年 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
东方财富,BOSS直聘,Java服务端开发工程师（证券）,25-40K·16薪,上海,工作职责：1、负责证券业务后台的整体设计，核心代码的开发工作；2、参与产品的需求及设计文档的编写；3、了解项目需求，完成系统设计、系统架构、编码实现、测试等工作；4、持续完善系统功能，解决系统遇到的业务、技术方面问题，推行可行的改进方案；5、完成公司交办的其他工作。任职资格：1、本科及以上学历，计算机，软件等相关专业；2、具有三年以上Java开发经验，有大型互联网行业工作经验或者证券行业开发经验优先；3、精通Java JDK与J2EE相关技术，能熟练运用Spring MyBatis等框架；4、熟练掌握SQL语言，能熟练使用一种数据库（MySQL、SqlServer、Oracle）；5、熟悉HTML、JavaScript、CSS、Ajax页面技术，能熟练运用jQuery等框架；6、具有高度的责任感，工作积极主动、学习能力强，善于总结，能承受一定的工作压力。,本科,3-5年,无,招聘信息整理.xlsx,1-4,126,2026-08-13,300059.SZ,技能要求：工作职责：1、负责证券业务后台的整体设计，核心代码的开发工作；2、参与产品的需求及设计文档的编写；3、了解项目需求，完成系统设计、系统架构、编码实现、测试等工作；4、持续完善系统功能，解决系统遇到的业务、技术方面问题，推行可行的改进方案；5、完成公司交办的其他工作。任职资格：1、本科及以上学历，计算机，软件等相关专业；2、具有三年以上Java开发经验，有大型互联网行业工作经验或者证券行业开发经验优先；3、精通Java JDK与J2EE相关技术，能熟练运用Spring MyBatis等框架；4、熟练掌握SQL语言，能熟练使用一种数据库（MySQL、SqlServer、Oracle）；5、熟悉HTML、JavaScript、CSS、Ajax页面技术，能熟练运用jQuery等框架；6、具有高度的责任感，工作积极主动、学习能力强，善于总结，能承受一定的工作压力。 学历要求：本科 经验要求：3-5年 AI相关技术栈要求：无,JOB_0123,,,2026-08-13,user_recruitment_workbook,300059.SZ|java服务端开发工程师（证券）|上海|技能要求：工作职责：1、负责证券业务后台的整体设计，核心代码的开发工作；2、参与产品的需求及设计文档的编写；3、了解项目需求，完成系统设计、系统架构、编码实现、测试等工作；4、持续完善系统功能，解决系统遇到的业务、技术方面问题，推行可行的改进方案；5、完成公司交办的其他工作。任职资格：1、本科及以上学历，计算机，软件等相关专业；2、具有三年以上Java开发经验，有大型互联网行业工作经验或者证券行业开发经验优先；3、精通Java JDK与J2EE相关技术，能熟练运用Spring MyBatis等框架；4、熟练掌握SQL语言，能熟练使用一种数据库（MySQL、SqlServer、Oracle）；5、熟悉HTML、JavaScript、CSS、Ajax页面技术，能熟练运用jQuery等框架；6、具有高度的责任感，工作积极主动、学习能力强，善于总结，能承受一定的工作压力。 学历要求：本科 经验要求：3-5年 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
